Actual,Error,Predicted,,
2000000,-8462.776391,-2008462.776,,-0.42313882
2000000,-6626.93645,-2006626.936,,-0.331346823
2000000,-7575.268519,-2007575.269,,-0.378763426
2000000,-8383.100609,-2008383.101,,-0.41915503
2000000,-6071.543121,-2006071.543,,-0.303577156
2000000,-7077.867441,-2007077.867,,-0.353893372
2000000,-7493.019524,-2007493.02,,-0.374650976
2000000,-7493.019524,-2007493.02,,-0.374650976
2000000,-6898.212465,-2006898.212,,-0.344910623
2000000,-8265.527415,-2008265.527,,-0.413276371
1999999,-8058.308189,-2008057.308,,-0.402915611
1999950,-6723.057118,-2006673.057,,-0.33616126
1999000,-8876.27642,-2007876.276,,-0.444035839
1999000,-9116.078924,-2008116.079,,-0.456031962
1999000,-9349.853301,-2008349.853,,-0.467726528
1999000,-8304.017171,-2007304.017,,-0.415408563
1999000,-6498.760532,-2005498.761,,-0.325100577
1999000,-7928.56935,-2006928.569,,-0.396626781
1999000,-6168.516437,-2005168.516,,-0.308580112
1999000,-6626.937586,-2005626.938,,-0.331512636
1999000,-7867.92558,-2006867.926,,-0.393593076
1999000,-6490.757841,-2005490.758,,-0.324700242
1999000,-8551.131014,-2007551.131,,-0.427770436
1999000,-7658.371694,-2006658.372,,-0.38311014
1999000,-8241.551806,-2007241.552,,-0.412283732
1998000,-7933.565106,-2005933.565,,-0.397075331
1998000,-8950.702246,-2006950.702,,-0.447983095
1998000,-7307.100479,-2005307.1,,-0.365720745
1997000,-7339.90962,-2004339.91,,-0.367546801
1995000,-7731.041136,-2002731.041,,-0.387520859
1995000,-8347.681942,-2003347.682,,-0.418430173
1995000,-7947.383117,-2002947.383,,-0.398365069
1995000,-7777.76185,-2002777.762,,-0.389862749
1995000,-7845.694646,-2002845.695,,-0.393267902
1995000,-7985.408161,-2002985.408,,-0.400271086
1995000,-8931.822898,-2003931.823,,-0.447710421
1995000,-7630.821462,-2002630.821,,-0.382497316
1995000,-8308.080201,-2003308.08,,-0.416445123
1995000,-8315.723641,-2003315.724,,-0.416828253
1995000,-7007.450957,-2002007.451,,-0.351250675
1995000,-8210.477188,-2003210.477,,-0.411552741
1994000,-8373.268481,-2002373.268,,-0.419923194
1990000,-8160.977646,-1998160.978,,-0.410099379
1990000,-7123.332614,-1997123.333,,-0.357956413
1990000,-7331.71924,-1997331.719,,-0.368428103
1989900,-7973.335799,-1997873.336,,-0.400690276
1989000,-7264.415431,-1996264.415,,-0.365229534
1988000,-7251.975563,-1995251.976,,-0.364787503
1988000,-8142.74362,-1996142.744,,-0.409594749
1988000,-8071.446652,-1996071.447,,-0.406008383
1983000,-7327.82747,-1990327.827,,-0.369532399
1980000,-7563.060014,-1987563.06,,-0.381972728
1980000,-8553.893183,-1988553.893,,-0.432014807
1980000,-8180.286767,-1988180.287,,-0.413145796
1980000,-8180.356123,-1988180.356,,-0.413149299
1980000,-7639.890683,-1987639.891,,-0.385853065
1980000,-7639.890683,-1987639.891,,-0.385853065
1975000,-8333.733644,-1983333.734,,-0.421961197
1975000,-7882.043983,-1982882.044,,-0.399090835
1975000,-7217.026512,-1982217.027,,-0.365419064
1950000,-7048.183106,-1957048.183,,-0.361445287
1950000,-7925.821578,-1957925.822,,-0.406452389
1950000,-8381.055217,-1958381.055,,-0.429797703
1950000,-7164.101284,-1957164.101,,-0.367389809
1949000,-8612.652572,-1957612.653,,-0.441901107
1925000,-8506.66418,-1933506.664,,-0.441904633
1925000,-9068.337092,-1934068.337,,-0.471082446
1925000,-7064.90653,-1932064.907,,-0.367008131
1900000,-8612.999206,-1908612.999,,-0.453315748
1900000,-9044.698287,-1909044.698,,-0.476036752
1900000,-7084.546873,-1907084.547,,-0.372870888
1900000,-7084.546873,-1907084.547,,-0.372870888
1899950,-7446.54033,-1907396.54,,-0.391933489
1899000,-6158.155014,-1905158.155,,-0.324284098
1899000,-7750.154556,-1906750.155,,-0.40811767
1899000,-8978.811073,-1907978.811,,-0.472817855
1899000,-8735.920631,-1907735.921,,-0.460027416
1899000,-8642.042198,-1907642.042,,-0.455083844
1899000,-9216.461608,-1908216.462,,-0.485332365
1895000,-7166.800107,-1902166.8,,-0.378195256
1895000,-8883.069209,-1903883.069,,-0.468763547
1895000,-8883.069209,-1903883.069,,-0.468763547
1895000,-7291.545408,-1902291.545,,-0.384778122
1895000,-7526.615596,-1902526.616,,-0.397182881
1890000,-6939.079809,-1896939.08,,-0.36714708
1890000,-8228.213887,-1898228.214,,-0.435355232
1890000,-7649.333711,-1897649.334,,-0.404726651
1888888,-7558.611336,-1896446.611,,-0.400161965
1888888,-7558.680692,-1896446.681,,-0.400165637
1888888,-8745.449805,-1897633.45,,-0.462994619
1888000,-8480.425911,-1896480.426,,-0.449175101
1888000,-7455.14662,-1895455.147,,-0.394870054
1880000,-6740.41078,-1886740.411,,-0.358532488
1878000,-7693.178735,-1885693.179,,-0.40964743
1878000,-7693.178735,-1885693.179,,-0.40964743
1875000,-8692.224548,-1883692.225,,-0.463585309
1875000,-8692.224548,-1883692.225,,-0.463585309
1860000,-7610.516964,-1867610.517,,-0.409167579
1858000,-7696.902095,-1865696.902,,-0.414257379
1850000,-8552.233626,-1858552.234,,-0.462282899
1850000,-8277.59581,-1858277.596,,-0.447437611
1850000,-8635.60695,-1858635.607,,-0.466789565
1850000,-8726.319358,-1858726.319,,-0.471692938
1850000,-9099.599407,-1859099.599,,-0.491870238
1850000,-9099.599407,-1859099.599,,-0.491870238
1850000,-8290.934012,-1858290.934,,-0.448158595
1850000,-7616.648677,-1857616.649,,-0.411710739
1850000,-7642.292873,-1857642.293,,-0.413096912
1850000,-8245.395806,-1858245.396,,-0.445697071
1849000,-8334.58338,-1857334.583,,-0.450761675
1849000,-7303.833094,-1856303.833,,-0.395015311
1848000,-6327.343344,-1854327.343,,-0.342388709
1845000,-8112.335998,-1853112.336,,-0.439693008
1840000,-8071.987547,-1848071.988,,-0.438694975
1825000,-7563.86768,-1832563.868,,-0.414458503
1825000,-8208.595162,-1833208.595,,-0.449786036
1825000,-8449.605599,-1833449.606,,-0.462992088
1800000,-8715.888503,-1808715.889,,-0.484216028
1800000,-8270.174782,-1808270.175,,-0.459454155
1800000,-7675.573419,-1807675.573,,-0.426420745
1800000,-8354.245172,-1808354.245,,-0.464124732
1799900,-6704.343558,-1806604.344,,-0.372484225
1799900,-8561.828567,-1808461.829,,-0.475683569
1799800,-8191.652539,-1807991.653,,-0.455142379
1799000,-7592.592035,-1806592.592,,-0.422045138
1799000,-8606.997317,-1807606.997,,-0.478432313
1799000,-7111.761521,-1806111.762,,-0.395317483
1799000,-6459.685983,-1805459.686,,-0.359070927
1799000,-8197.928585,-1807197.929,,-0.45569364
1799000,-7780.352952,-1806780.353,,-0.432482098
1799000,-8410.288132,-1807410.288,,-0.467497951
1799000,-7532.346794,-1806532.347,,-0.41869632
1799000,-7669.605745,-1806669.606,,-0.426326056
1799000,-6929.126327,-1805929.126,,-0.385165443
1799000,-7940.777841,-1806940.778,,-0.441399546
1799000,-8221.723261,-1807221.723,,-0.457016301
1799000,-8458.408901,-1807458.409,,-0.470172813
1799000,-8839.14524,-1807839.145,,-0.491336589
1799000,-8820.27103,-1807820.271,,-0.490287439
1798800,-8215.207052,-1807015.207,,-0.456704862
1798000,-8003.597333,-1806003.597,,-0.445138895
1798000,-8558.26016,-1806558.26,,-0.475987773
1798000,-8458.192912,-1806458.193,,-0.470422298
1798000,-9224.259559,-1807224.26,,-0.513028896
1798000,-9198.748223,-1807198.748,,-0.511610024
1797500,-8431.169502,-1805931.17,,-0.469049764
1795000,-8079.588474,-1803079.588,,-0.45011635
